geoid,countyfp,tot_elignonreg_prc_final
6067000800,67,0.328483794466
6067001500,67,0.191898790637
6067005508,67,0.401968110517
6067007602,67,0.314322919509
6067003600,67,0.334700843373
6067008912,67,0.217555729387
6067009110,67,0.151275
6067008140,67,0.277304855072
6067003501,67,0.251351945137
6067008008,67,0.243391142857
6067007415,67,0.249212560175
6067009501,67,0.242569078014
6067009403,67,0.180900659722
6067009314,67,0.374019628297
6067005001,67,0.43402772549
6067006004,67,0.145064684211
6067007906,67,0.234089839286
6067008207,67,0.232398915663
6067009103,67,0.341621520833
6067009008,67,0.261192929104
6067009007,67,0.360802807018
6067009106,67,0.259830293663
6067009323,67,0.143502161074
6067001600,67,0.206776907001
6067001700,67,0.321418946188
6067009107,67,0.21350156746
6067009608,67,0.3481402331
6067009601,67,0.302684786096
6067005506,67,0.337960637681
6067007903,67,0.21230489011
6067008122,67,0.268307560976
6067008129,67,0.257761181818
6067008130,67,0.354641230228
6067009404,67,0.116976635071
6067009105,67,0.256749031414
6067008125,67,0.281752052239
6067008124,67,0.227594228571
6067008127,67,0.413153788904
6067008128,67,0.306060926518
6067008131,67,0.257694430199
6067008133,67,0.395070597403
6067008134,67,0.344610710456
6067008132,67,0.257219379195
6067009619,67,0.296551730942
6067009610,67,0.369186540541
6067009609,67,0.374096191223
6067002600,67,0.172063975904
6067008135,67,0.303530965732
6067008138,67,0.331398178439
6067008139,67,0.430622273603
6067008141,67,0.412718238095
6067008142,67,0.395947845528
6067008143,67,0.422039101307
6067008136,67,0.205996410256
6067008144,67,0.22143052356
6067008204,67,0.20671760479
6067008203,67,0.224373377483
6067008145,67,0.292372099585
6067008510,67,0.084077741433
6067008208,67,0.381166201117
6067008206,67,0.259603317013
6067008209,67,0.204958122206
6067007301,67,0.494888824427
6067009325,67,0.284140126582
6067007101,67,0.231456571429
6067008705,67,0.265516603535
6067009326,67,0.248221846154
6067009330,67,0.273433082852
6067007105,67,0.398226945607
6067003203,67,0.536010865922
6067009637,67,0.360297288557
6067001101,67,0.37848424
6067988300,67,0.0666188888889
6067009611,67,0.287401830664
6067009615,67,0.250342692665
6067009616,67,0.129687049399
6067009614,67,0.364813010204
6067009800,67,0.32465594697
6067009612,67,0.238269211268
6067008404,67,0.346677794433
6067008211,67,0.200022574032
6067008403,67,0.354159166667
6067008402,67,0.21012296343
6067008210,67,0.220203535032
6067009308,67,0.264953127803
6067009112,67,0.342217790055
6067009617,67,0.0892803954802
6067009618,67,0.30182779661
6067008504,67,0.243773266667
6067008501,67,0.133597265353
6067008512,67,0.153612955975
6067008907,67,0.394924836879
6067008908,67,0.247665848485
6067008909,67,0.24899439528
6067008702,67,0.0139973068894
6067009309,67,0.204625933504
6067009316,67,0.26225833002
6067009318,67,0.38112218241
6067009310,67,0.221871416922
6067009317,67,0.296417593052
6067009319,67,0.418584040562
6067009320,67,0.330147504488
6067009311,67,0.309146288056
6067009321,67,0.363878734644
