geoid,countyfp,prc_latino,unreliable_flag
6067005508,67,0.22361516035,0
6067007602,67,0.114852303243,0
6067003600,67,0.528758169935,0
6067008912,67,0.130201342282,0
6067009110,67,0.272514619883,0
6067008140,67,0.130075932651,0
6067003501,67,0.355653568565,0
6067008008,67,0.0833843017329,0
6067007415,67,0.259019426457,0
6067009501,67,0.632960111966,0
6067009403,67,0.249240121581,0
6067009314,67,0.144992526158,0
6067005001,67,0.370712694878,0
6067006004,67,0.0461967343688,0
6067007906,67,0.13379501385,0
6067008207,67,0.0529247910864,0
6067009103,67,0.182467532468,0
6067009008,67,0.29681908548700003,0
6067009007,67,0.155102040816,0
6067009106,67,0.266154988859,0
6067009323,67,0.152932578111,0
6067001600,67,0.145795322607,0
6067001700,67,0.101734310746,0
6067009107,67,0.15965306778,0
6067009608,67,0.15494011976,0
6067009601,67,0.294629234056,0
6067005506,67,0.330593607306,0
6067007903,67,0.100283057016,0
6067008122,67,0.123059866962,0
6067008129,67,0.287800687285,0
6067008130,67,0.1927801454,0
6067009404,67,0.138048411498,0
6067009105,67,0.22770242499,0
6067008125,67,0.175325977934,0
6067008124,67,0.104981473858,0
6067008127,67,0.258412582297,0
6067008128,67,0.246758859118,0
6067008131,67,0.128273322422,0
6067008133,67,0.116231785835,0
6067008134,67,0.144606290901,0
6067008132,67,0.08078209416,0
6067009619,67,0.21447885939,0
6067009610,67,0.294042688754,0
6067009609,67,0.2688867745,0
6067002600,67,0.168908819133,0
6067008135,67,0.209174311927,0
6067008138,67,0.306626833243,0
6067008139,67,0.233816964286,0
6067008141,67,0.250110603156,0
6067008142,67,0.224391548542,0
6067008143,67,0.227793331637,0
6067008136,67,0.0585548172757,0
6067008144,67,0.0882352941176,0
6067008204,67,0.117525773196,0
6067008203,67,0.0915295062224,0
6067008145,67,0.120627858114,0
6067008510,67,0.11043203372000003,0
6067008208,67,0.132173913043,0
6067008206,67,0.0801838610827,0
6067008209,67,0.0928500496524,0
6067007301,67,0.263960436843,0
6067009325,67,0.174489795918,0
6067007101,67,0.0,1
6067008705,67,0.161015660636,0
6067009326,67,0.11950059453,0
6067009330,67,0.17285205897300002,0
6067007105,67,0.206872171946,0
6067003203,67,0.320508744038,0
6067009637,67,0.17524042130999998,0
6067001101,67,0.140144665461,0
6067988300,67,0.24862339396,0
6067009611,67,0.237766436506,0
6067009615,67,0.25624445289700004,0
6067009616,67,0.173860705073,0
6067009614,67,0.195919989403,0
6067009800,67,0.254054054054,0
6067009612,67,0.250817464897,0
6067008404,67,0.182395932634,0
6067008211,67,0.0750345781466,1
6067008403,67,0.0737704918033,0
6067008402,67,0.14925100475,0
6067008210,67,0.0711347274597,0
6067009308,67,0.237699680511,0
6067009112,67,0.254001032525,0
6067009617,67,0.11811238407,0
6067009618,67,0.166837256909,0
6067008504,67,0.0957813172622,0
6067008501,67,0.119931645176,0
6067008512,67,0.05695484456550001,0
6067008907,67,0.21769216383,0
6067008908,67,0.26703048551,0
6067008909,67,0.269169329073,0
6067008702,67,0.0380597014925,0
6067009309,67,0.21372467962,0
6067009316,67,0.205894648829,0
6067009318,67,0.210036422501,0
6067009310,67,0.227576081153,0
6067009317,67,0.250192100815,0
6067009319,67,0.191625801584,0
6067009320,67,0.280098785758,0
6067009311,67,0.215671861217,0
6067009321,67,0.24790198053000004,0
