N,geocode.b,geocode.bg,geocode.t,idnum,lon,lat,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,geocode.b1,geocode.b2,geocode.b3,geocode.bg1,geocode.bg2,geocode.bg3,transit.dist.1,transit.dist.2,transit.dist.3,transit.score1,transit.score2,transit.score3,transit.score.std,prc.latino.std,dens.cvap.std,prc.asian.std,prc.AmInd.std,prc.youth.std,prc.nonEngProf.std,prc.pov.std,prc.disabled.std,prc.CarAccess.std,rate.vbm.std,prc.ElNonReg.std,dens.poll.std,dens.work.std,popDens.std,final_composite_score,droppoff_score
618,6.07E+13,60670082032,6067008203,3900,-121.2393075,38.6821698,6,67,8203,2017,6.07E+13,Block 2017,G5040,U,77068,U,S,129038,0,38.6827931,-121.2365811,6.07E+13,6.07E+13,6.07E+13,60670082032,60670081455,60670081455,0.239111112,0.362560285,0.382921308,1,1,1,0.984592705,0.079113924,0.743670886,0.25,0.814102564,0.088607595,0.063291139,0.566455696,0.541139241,0.547468354,0.330769231,0.221518987,0.982417582,0.768976898,0.383978732,0.135843789,0.149134928
619,6.07E+13,60670082032,6067008203,3901,-121.2301021,38.68226352,6,67,8203,2021,6.07E+13,Block 2021,G5040,U,77068,U,S,300629,0,38.6821785,-121.2280577,6.07E+13,6.07E+13,6.07E+13,60670082032,60670082032,60670082032,0.23598456,0.247811633,0.311446067,0.25,0.25,1,0.795242261,0.079113924,0.743670886,0.25,0.814102564,0.088607595,0.063291139,0.566455696,0.541139241,0.547468354,0.330769231,0.221518987,0.982417582,0.768976898,0.31350321,0.135843789,0.149134928
620,6.07E+13,60670082041,6067008204,3842,-121.2299826,38.67506702,6,67,8204,1013,6.07E+13,Block 1013,G5040,U,77068,U,S,32366,0,38.6748375,-121.2286219,6.07E+13,6.07E+13,6.07E+13,60670082041,60670082041,60670082041,0.225207134,0.247154971,0.309232091,0.25,0.25,1,0.781594196,0.164556962,0.610759494,0.094936709,0.522435897,0.363924051,0.113924051,0.227848101,0.734177215,0.651898734,0.33956044,0.164556962,0.924175824,0.752475248,0.468047753,0.13994422,0.149817638
621,6.07E+13,60670082041,6067008204,3783,-121.2298632,38.66787053,6,67,8204,1016,6.07E+13,Block 1016,G5040,U,77068,U,S,47430,0,38.6692113,-121.2301327,6.07E+13,6.07E+13,6.07E+13,60670082041,60670082041,60670082041,0.272172081,0.227457372,0.275573073,1,0.25,0.25,0.775202525,0.164556962,0.610759494,0.094936709,0.522435897,0.363924051,0.113924051,0.227848101,0.734177215,0.651898734,0.33956044,0.164556962,0.924175824,0.752475248,0.432132825,0.13994422,0.149817638
622,6.07E+13,60670082042,6067008204,3841,-121.2391872,38.6749733,6,67,8204,2001,6.07E+13,Block 2001,G5040,U,77068,U,S,191701,0,38.6759122,-121.2374713,6.07E+13,6.07E+13,6.07E+13,60670082042,60670082042,60670082042,0.269616281,0.375456615,0.41050677,1,1,1,1.055579666,0.164556962,0.610759494,0.094936709,0.522435897,0.363924051,0.113924051,0.227848101,0.734177215,0.651898734,0.176923077,0.164556962,0.910989011,0.796479648,0.379012841,0.139153012,0.149026429
623,6.07E+13,60670082042,6067008204,3782,-121.2390669,38.66777682,6,67,8204,2014,6.07E+13,Block 2014,G5040,U,77068,U,S,154748,0,38.6676757,-121.2375182,6.07E+13,6.07E+13,6.07E+13,60670082042,60670082042,60670082042,0.250174189,0.320285114,0.350847187,1,1,1,0.921306489,0.164556962,0.610759494,0.094936709,0.522435897,0.363924051,0.113924051,0.227848101,0.734177215,0.651898734,0.176923077,0.164556962,0.910989011,0.796479648,0.396217897,0.139153012,0.149026429
624,6.07E+13,60670082061,6067008206,3845,-121.202369,38.67534398,6,67,8206,1013,6.07E+13,Block 1013,G5040,U,77068,U,S,64474,0,38.6745967,-121.2016301,6.07E+13,6.07E+13,6.07E+13,60670082061,60670082061,60670082061,0.118788747,0.163384143,0.166435967,1,1,1,0.448608856,0.041139241,0.816455696,0.170886076,0.554487179,0.25,0.025316456,0.03164557,0.373417722,0.047468354,0.961538462,0.344936709,0.316483516,0.721672167,0.297100722,0.041204201,0.061900403
625,6.07E+13,60670082062,6067008206,3844,-121.2115736,38.67525236,6,67,8206,2008,6.07E+13,Block 2008,G5040,U,77068,U,S,122833,0,38.6755745,-121.2094244,6.07E+13,6.07E+13,6.07E+13,60670082062,60670082062,60670082062,0.221047568,0.303874293,0.370401551,1,1,1,0.895323412,0.041139241,0.816455696,0.170886076,0.554487179,0.25,0.025316456,0.03164557,0.373417722,0.047468354,0.883516484,0.344936709,0.984615385,0.656765677,0.473414928,0.081292113,0.101988315
626,6.07E+13,60670082062,6067008206,3843,-121.2207781,38.67516004,6,67,8206,2011,6.07E+13,Block 2011,G5040,U,77068,U,S,141886,0,38.674726,-121.2188817,6.07E+13,6.07E+13,6.07E+13,60670082062,60670082062,60670082062,0.233633161,0.27418511,0.306026753,1,0.25,1,0.813845023,0.041139241,0.816455696,0.170886076,0.554487179,0.25,0.025316456,0.03164557,0.373417722,0.047468354,0.883516484,0.344936709,0.984615385,0.656765677,0.387941413,0.081292113,0.101988315
627,6.07E+13,60670082063,6067008206,3785,-121.2114559,38.66805585,6,67,8206,3012,6.07E+13,Block 3012,G5040,U,77068,U,S,85319,0,38.6669836,-121.2130927,6.07E+13,6.07E+13,6.07E+13,60670082063,60670082063,60670082071,0.086120798,0.190292851,0.292256828,1,1,1,0.568670478,0.041139241,0.816455696,0.170886076,0.554487179,0.25,0.025316456,0.03164557,0.373417722,0.047468354,0.56043956,0.344936709,0.908791209,0.408140814,0.946729535,0.076742662,0.097438865
628,6.07E+13,60670082063,6067008206,3784,-121.2206596,38.66796354,6,67,8206,3020,6.07E+13,Block 3020,G5040,U,77068,U,S,11840,0,38.6678851,-121.2201469,6.07E+13,6.07E+13,6.07E+13,60670082063,60670082063,60670082063,0.284602048,0.269800762,0.324479511,1,0.25,0.25,0.878882321,0.041139241,0.816455696,0.170886076,0.554487179,0.25,0.025316456,0.03164557,0.373417722,0.047468354,0.56043956,0.344936709,0.908791209,0.408140814,0.520967095,0.076742662,0.097438865
629,6.07E+13,60670082072,6067008207,3786,-121.2022522,38.66814746,6,67,8207,2001,6.07E+13,Block 2001,G5040,U,77068,U,S,27152,0,38.6687993,-121.2016859,6.07E+13,6.07E+13,6.07E+13,60670082072,60670082072,60670082072,0.331392342,0.334447712,0.336806128,1,1,1,1.002646182,0.012658228,0.607594937,0.063291139,0.628205128,0.085443038,0.060126582,0.14556962,0.810126582,0.518987342,0.736263736,0.246835443,0.287912088,0.265126513,0.447933387,0.063034219,0.077844346
630,6.07E+13,60670082074,6067008207,3846,-121.1931644,38.6754349,6,67,8207,4011,6.07E+13,Block 4011,G5040,U,77068,U,S,80208,0,38.6738321,-121.1933128,6.07E+13,6.07E+13,6.07E+13,60670082074,60670082074,60670082074,0.239720481,0.318768894,0.340565579,1,1,1,0.899054955,0.012658228,0.607594937,0.063291139,0.628205128,0.085443038,0.060126582,0.14556962,0.810126582,0.518987342,0.924175824,0.246835443,0.293406593,0.108910891,0.495636035,0.063363889,0.078174016
631,6.07E+13,60670082081,6067008208,3961,-121.2210152,38.68955308,6,67,8208,1003,6.07E+13,Block 1003,G5040,U,77068,U,S,327212,0,38.6893591,-121.223077,6.07E+13,6.07E+13,6.07E+13,60670082081,60670082081,60670082082,0.236299971,0.249040731,0.34738357,0.25,0.25,0.25,0.832724272,0.237341772,0.67721519,0.088607595,0.592948718,0.727848101,0.028481013,0.382911392,0.898734177,0.64556962,0.564835165,0.803797468,0.343956044,0.260726073,0.307233146,0.140257616,0.188485464
632,6.07E+13,60670082082,6067008208,3902,-121.2208967,38.68235655,6,67,8208,2004,6.07E+13,Block 2004,G5040,U,77068,U,S,102771,0,38.6827549,-121.2232174,6.07E+13,6.07E+13,6.07E+13,60670082082,60670082082,60670082082,0.264627768,0.253880991,0.263082669,1,0.25,0.25,0.781591428,0.237341772,0.67721519,0.088607595,0.592948718,0.727848101,0.028481013,0.382911392,0.898734177,0.64556962,0.867032967,0.803797468,0.469230769,0.550055006,0.361757624,0.147774099,0.196001947
633,6.07E+13,60670082083,6067008208,3903,-121.2116912,38.68244888,6,67,8208,3002,6.07E+13,Block 3002,G5040,U,77068,U,S,16469,0,38.6828815,-121.2123475,6.07E+13,6.07E+13,6.07E+13,60670082083,60670082083,60670082083,0.279505839,0.363067509,0.3982322,1,1,1,1.040805548,0.237341772,0.67721519,0.088607595,0.592948718,0.727848101,0.028481013,0.382911392,0.898734177,0.64556962,0.554945055,0.803797468,0.428571429,0.500550055,0.393459069,0.145334539,0.193562387
634,6.07E+13,60670082084,6067008208,3904,-121.2024857,38.68254051,6,67,8208,4004,6.07E+13,Block 4004,G5040,U,77068,U,S,161464,0,38.683613,-121.2044397,6.07E+13,6.07E+13,6.07E+13,60670082084,60670082084,60670082084,0.299142066,0.37936449,0.380585034,1,1,1,1.05909159,0.237341772,0.67721519,0.088607595,0.592948718,0.727848101,0.028481013,0.382911392,0.898734177,0.64556962,0.305494505,0.803797468,0.37032967,0.639163916,0.601223917,0.141840033,0.190067881
635,6.07E+13,60670082091,6067008209,3965,-121.1841897,38.68991824,6,67,8209,1010,6.07E+13,Block 1010,G5040,U,77068,U,S,11983,0,38.6894104,-121.1843862,6.07E+13,6.07E+13,6.07E+13,60670082091,60670082092,60670082092,0.165116761,0.394052488,0.426081914,1,1,1,0.985251163,0.082278481,0.613924051,0.079113924,0.516025641,0.21835443,0.015822785,0.107594937,0.424050633,0.462025316,0.091208791,0.158227848,0.856043956,0.716171617,0.373445024,0.103577827,0.113071498
636,6.07E+13,60670082091,6067008209,3906,-121.1840747,38.68272167,6,67,8209,1011,6.07E+13,Block 1011,G5040,U,77068,U,S,60250,0,38.6829308,-121.1828947,6.07E+13,6.07E+13,6.07E+13,60670082091,60670082091,60670082091,0.292356145,0.427022714,0.476569943,1,1,1,1.195948802,0.082278481,0.613924051,0.079113924,0.516025641,0.21835443,0.015822785,0.107594937,0.424050633,0.462025316,0.091208791,0.158227848,0.856043956,0.716171617,0,0.103577827,0.113071498
637,6.07E+13,60670082091,6067008209,3905,-121.1932802,38.68263144,6,67,8209,1018,6.07E+13,Block 1018,G5040,U,77068,U,S,291270,0,38.6844818,-121.1919786,6.07E+13,6.07E+13,6.07E+13,60670082091,60670082091,60670082091,0.092418814,0.290781702,0.411845195,1,1,1,0.795045712,0.082278481,0.613924051,0.079113924,0.516025641,0.21835443,0.015822785,0.107594937,0.424050633,0.462025316,0.091208791,0.158227848,0.856043956,0.716171617,0.357343499,0.103577827,0.113071498
638,6.07E+13,60670082092,6067008209,4024,-121.1843047,38.69711481,6,67,8209,2005,6.07E+13,Block 2005,G5040,U,77068,U,S,431690,0,38.6939571,-121.1844058,6.07E+13,6.07E+13,6.07E+13,60670082101,60670082101,60670082101,0.3153878,0.361346888,0.60650597,1,1,1,0.507551016,0.082278481,0.613924051,0.079113924,0.516025641,0.21835443,0.015822785,0.107594937,0.424050633,0.462025316,0.449450549,0.158227848,0.974725275,0.512651265,0.292887239,0.110698706,0.120192377
639,6.07E+13,60670082101,6067008210,4081,-121.1936279,38.70422114,6,67,8210,1014,6.07E+13,Block 1014,G5040,U,77068,U,S,37558,0,38.702775,-121.19368,6.07E+13,6.07E+13,6.07E+13,60670082101,60670082101,60670082101,0.422537753,0.752862131,1.147011305,1,1,1,0.211268877,0.03164557,0.89556962,0.148734177,0.605769231,0.224683544,0.022151899,0.07278481,0.193037975,0.272151899,0.068131868,0.208860759,0.943956044,0.336633663,0.551264045,0.092713312,0.105244958
640,6.07E+13,60670082101,6067008210,4082,-121.1844197,38.7043114,6,67,8210,1027,6.07E+13,Block 1027,G5040,U,77068,U,S,88233,0,38.7024632,-121.1844973,6.07E+13,6.07E+13,6.07E+13,60670082101,60670082101,60670082101,0.465306702,0.775589423,1.097319117,1,1,1,0.232653351,0.03164557,0.89556962,0.148734177,0.605769231,0.224683544,0.022151899,0.07278481,0.193037975,0.272151899,0.068131868,0.208860759,0.943956044,0.336633663,0.400531701,0.092713312,0.105244958
641,6.07E+13,60670082102,6067008210,4083,-121.1752115,38.70440096,6,67,8210,2008,6.07E+13,Block 2008,G5040,U,77068,U,S,311546,0,38.7045479,-121.1789812,6.07E+13,6.07E+13,6.07E+13,60670082102,60670082102,60670082102,0.865268015,1.063242145,1.259679475,1,1,1,0,0.03164557,0.89556962,0.148734177,0.605769231,0.224683544,0.022151899,0.07278481,0.193037975,0.272151899,0.03956044,0.208860759,0.83956044,0.138613861,0.341041332,0.086449576,0.098981221
642,6.07E+13,60670082103,6067008210,4084,-121.1660033,38.70448982,6,67,8210,3013,6.07E+13,Block 3013,G5040,U,77068,U,S,834626,0,38.6937258,-121.1708771,6.07E+13,6.07E+13,6.07E+13,60670082103,60670082102,60670082103,0.977689148,1.582868191,1.604245439,1,1,1,0,0.03164557,0.89556962,0.148734177,0.605769231,0.224683544,0.022151899,0.07278481,0.193037975,0.272151899,0.057142857,0.208860759,0.361538462,0.438943894,0.30863764,0.057768257,0.070299903
643,6.07E+13,60670082103,6067008210,3966,-121.1749833,38.69000778,6,67,8210,3018,6.07E+13,Block 3018,G5040,U,77068,U,S,47699,0,38.6888683,-121.1757357,6.07E+13,6.07E+13,6.07E+13,60670082103,60670082103,60670082103,0.640242169,0.854759121,0.865491183,1,1,1,0,0.03164557,0.89556962,0.148734177,0.605769231,0.224683544,0.022151899,0.07278481,0.193037975,0.272151899,0.057142857,0.208860759,0.361538462,0.438943894,0.301514848,0.057768257,0.070299903
644,6.07E+13,60670082103,6067008210,4140,-121.1753257,38.71159757,6,67,8210,3027,6.07E+13,Block 3027,G5040,U,77068,U,S,84278,0,38.7092613,-121.1727661,6.07E+13,6.07E+13,6.07E+13,60670082103,60670082103,60670082103,1.166797427,1.448150031,1.708432518,1,1,1,0,0.03164557,0.89556962,0.148734177,0.605769231,0.224683544,0.022151899,0.07278481,0.193037975,0.272151899,0.057142857,0.208860759,0.361538462,0.438943894,0.282955457,0.057768257,0.070299903
645,6.07E+13,60670082111,6067008211,4023,-121.193512,38.69702456,6,67,8211,1021,6.07E+13,Block 1021,G5040,U,77068,U,S,72240,0,38.6978617,-121.1936545,6.07E+13,6.07E+13,6.07E+13,60670082111,60670082092,60670082111,0.248026333,0.309602729,0.692383927,1,1,1,0.418221797,0.056962025,0.224683544,0.35443038,0.525641026,0.246835443,0.098101266,0.800632911,0.215189873,0.430379747,0.338461538,0.148734177,0.904395604,0.667766777,0.269462279,0.146352344,0.155276394
646,6.07E+13,60670082112,6067008211,4020,-121.2211338,38.69674962,6,67,8211,2016,6.07E+13,Block 2016,G5040,U,77068,U,S,535398,0,38.6959472,-121.2209127,6.07E+13,6.07E+13,6.07E+13,60670082112,60670082112,60670082112,0.248205953,0.317518026,0.359445566,0.25,0.5,0.5,0.925169545,0.056962025,0.224683544,0.35443038,0.525641026,0.246835443,0.098101266,0.800632911,0.215189873,0.430379747,0.52967033,0.148734177,0.38021978,0.599559956,0.263994783,0.114901794,0.123825845
647,6.07E+13,60670082112,6067008211,4021,-121.2119266,38.69684196,6,67,8211,2022,6.07E+13,Block 2022,G5040,U,77068,U,S,8640,0,38.696973,-121.2117129,6.07E+13,6.07E+13,6.07E+13,60670082112,60670082112,60670082112,0.73897922,0.755296908,0.794743363,0.25,0.5,0.5,0,0.056962025,0.224683544,0.35443038,0.525641026,0.246835443,0.098101266,0.800632911,0.215189873,0.430379747,0.52967033,0.148734177,0.38021978,0.599559956,0.286617175,0.114901794,0.123825845
648,6.07E+13,60670084021,6067008402,3909,-121.156458,38.68298818,6,67,8402,1010,6.07E+13,Block 1010,G5040,U,77068,U,S,244942,0,38.6849805,-121.1526255,6.07E+13,6.07E+13,6.07E+13,60670084022,60670084021,60670084023,0.3845527,0.37761264,0.395514728,1,1,1,1.157680068,0.297468354,0.794303797,0.132911392,0.733974359,0.082278481,0.07278481,0.367088608,0.012658228,0.737341772,0.143956044,0.17721519,0.734065934,0.130913091,0.294241573,0.133094589,0.1437275
649,6.07E+13,60670084022,6067008402,3850,-121.1563457,38.6757916,6,67,8402,2005,6.07E+13,Block 2005,G5040,U,77068,U,S,63581,0,38.6777053,-121.1562282,6.07E+13,6.07E+13,6.07E+13,60670084022,60670084022,60670084022,0.409115319,0.441431144,0.450721133,1,1,1,1.301267596,0.297468354,0.794303797,0.132911392,0.733974359,0.082278481,0.07278481,0.367088608,0.012658228,0.737341772,0.675824176,0.17721519,0.66043956,0.693069307,0.475070225,0.128677007,0.139309918
650,6.07E+13,60670084023,6067008402,3910,-121.1472524,38.68307562,6,67,8402,3001,6.07E+13,Block 3001,G5040,U,77068,U,S,93252,0,38.6828323,-121.1433015,6.07E+13,6.07E+13,6.07E+13,60670084021,60670084021,60670084023,0.816602423,0.792288226,0.845494552,1,1,1,0,0.297468354,0.794303797,0.132911392,0.733974359,0.082278481,0.07278481,0.367088608,0.012658228,0.737341772,0.631868132,0.17721519,0.968131868,0.815181518,0.404745185,0.147138545,0.157771456
651,6.07E+13,60670084023,6067008402,3851,-121.147141,38.67587903,6,67,8402,3004,6.07E+13,Block 3004,G5040,U,77068,U,S,404839,0,38.67602,-121.1485936,6.07E+13,6.07E+13,6.07E+13,60670084023,60670084023,60670085062,0.325642695,0.350578509,0.382619694,1,1,1,1.058840898,0.297468354,0.794303797,0.132911392,0.733974359,0.082278481,0.07278481,0.367088608,0.012658228,0.737341772,0.631868132,0.17721519,0.968131868,0.815181518,0.317967496,0.147138545,0.157771456
652,6.07E+13,60670084031,6067008403,3791,-121.1562335,38.66859504,6,67,8403,1007,6.07E+13,Block 1007,G5040,U,77068,U,S,151614,0,38.6686396,-121.1571104,6.07E+13,6.07E+13,6.07E+13,60670084031,60670084031,60670084031,0.089398683,0.235214958,0.337384869,1,1,1,0.66199851,0.034810127,0.784810127,0.591772152,0.602564103,0.113924051,0.132911392,0.044303797,0.212025316,0.503164557,0.520879121,0.683544304,0.634065934,0.903190319,0.306530899,0.079816108,0.120828766
653,6.07E+13,60670084032,6067008403,3790,-121.1654373,38.66850692,6,67,8403,2000,6.07E+13,Block 2000,G5040,U,77068,U,S,548170,0,38.6648676,-121.1645176,6.07E+13,6.07E+13,6.07E+13,60670084032,60670084033,60670084033,0.158328377,0.169117003,0.192919336,1,1,1,0.520364716,0.034810127,0.784810127,0.591772152,0.602564103,0.113924051,0.132911392,0.044303797,0.212025316,0.503164557,0.279120879,0.683544304,0.894505495,0.534653465,0.365068218,0.095442482,0.13645514
654,6.07E+13,60670084032,6067008403,3732,-121.1653241,38.66131038,6,67,8403,2000,6.07E+13,Block 2000,G5040,U,77068,U,S,548170,0,38.6648676,-121.1645176,6.07E+13,6.07E+13,6.07E+13,60670084032,60670084032,60670084032,0.358752594,0.419898167,0.403662019,1,1,1,1.182312779,0.034810127,0.784810127,0.591772152,0.602564103,0.113924051,0.132911392,0.044303797,0.212025316,0.503164557,0.279120879,0.683544304,0.894505495,0.534653465,0.365068218,0.095442482,0.13645514
655,6.07E+13,60670084033,6067008403,3789,-121.1746411,38.66841811,6,67,8403,3007,6.07E+13,Block 3007,G5040,U,77068,U,S,96730,0,38.6674042,-121.1716956,6.07E+13,6.07E+13,6.07E+13,60670084033,60670084033,60670084033,0.314637348,0.366014709,0.335698222,1,1,1,1.016350279,0.034810127,0.784810127,0.591772152,0.602564103,0.113924051,0.132911392,0.044303797,0.212025316,0.503164557,0.151648352,0.683544304,0.618681319,0.774477448,0.759380016,0.078893031,0.119905689
656,6.07E+13,60670084041,6067008404,3908,-121.1656636,38.68290004,6,67,8404,1000,6.07E+13,Block 1000,G5040,U,77068,U,S,443115,0,38.6817289,-121.1696263,6.07E+13,6.07E+13,6.07E+13,60670084041,60679883001,60670084043,0.15398209,0.162345305,0.232707671,1,1,1,0.549035066,0.408227848,0.265822785,0.487341772,0.708333333,0.591772152,0.088607595,0.550632911,0.098101266,0.667721519,0.23956044,0.667721519,0.084615385,0.906490649,0.307233146,0.138178189,0.17824148
657,6.07E+13,60670084041,6067008404,3907,-121.1748692,38.68281121,6,67,8404,1012,6.07E+13,Block 1012,G5040,U,77068,U,S,0,51416,38.6839232,-121.1720813,6.07E+13,6.07E+13,6.07E+13,60670084041,60670082103,60670082103,0.540608923,0.544878668,0.547224672,1,1,1,0,0.408227848,0.265822785,0.487341772,0.708333333,0.591772152,0.088607595,0.550632911,0.098101266,0.667721519,0.23956044,0.667721519,0.084615385,0.906490649,0,0.138178189,0.17824148
658,6.07E+13,60670084042,6067008404,3847,-121.1839597,38.67552513,6,67,8404,2004,6.07E+13,Block 2004,G5040,U,77068,U,S,221722,0,38.6746212,-121.1839023,6.07E+13,6.07E+13,6.07E+13,60670084042,60670084042,60670084042,0.18417043,0.188682328,0.211067742,1,1,1,0.5839205,0.408227848,0.265822785,0.487341772,0.708333333,0.591772152,0.088607595,0.550632911,0.098101266,0.667721519,0.393406593,0.667721519,0.502197802,0.770077008,0.289576645,0.163233134,0.203296425
659,6.07E+13,60670084042,6067008404,3788,-121.1838448,38.66832859,6,67,8404,2010,6.07E+13,Block 2010,G5040,U,77068,U,S,251474,0,38.6694878,-121.1849964,6.07E+13,6.07E+13,6.07E+13,60670084042,60670084042,60670084042,0.322648298,0.387170001,0.401304155,1,1,1,1.111122453,0.408227848,0.265822785,0.487341772,0.708333333,0.591772152,0.088607595,0.550632911,0.098101266,0.667721519,0.393406593,0.667721519,0.502197802,0.770077008,0.261486758,0.163233134,0.203296425
660,6.07E+13,60670084042,6067008404,3848,-121.1747551,38.67561465,6,67,8404,2029,6.07E+13,Block 2029,G5040,U,77068,U,S,7936,0,38.6755644,-121.175355,6.07E+13,6.07E+13,6.07E+13,60670084042,60670084042,60670084042,0.057077919,0.1683214,0.315697245,1,1,1,0.541096565,0.408227848,0.265822785,0.487341772,0.708333333,0.591772152,0.088607595,0.550632911,0.098101266,0.667721519,0.393406593,0.667721519,0.502197802,0.770077008,0.623645666,0.163233134,0.203296425
661,6.07E+13,60670084043,6067008404,3849,-121.1655504,38.67570348,6,67,8404,3024,6.07E+13,Block 3024,G5040,U,77068,U,S,12630,0,38.675775,-121.1657322,6.07E+13,6.07E+13,6.07E+13,60670084043,60670084043,60670084043,0.336696917,0.35448562,0.358511725,1,1,1,1.049694263,0.408227848,0.265822785,0.487341772,0.708333333,0.591772152,0.088607595,0.550632911,0.098101266,0.667721519,0.573626374,0.667721519,0.464835165,0.820682068,0.348465088,0.160991376,0.201054667
662,6.07E+13,60670085011,6067008501,3972,-121.1197442,38.69053036,6,67,8501,1010,6.07E+13,Block 1010,G5040,U,77068,U,S,1157334,0,38.6934213,-121.1133637,6.07E+13,6.07E+13,6.07E+13,60670085011,60670085011,60670085011,0.037511936,0.046357966,0.341144725,0.25,0.25,0.25,0.425014628,0.183544304,0.860759494,0.582278481,0.778846154,0.098101266,0.009493671,0.534810127,0,0.037974684,0.132967033,0.07278481,0.913186813,0.473047305,0.341593098,0.106057032,0.11042412
