N,ID,New Point?,lon,lat,transit_dist_1,transit_dist_2,transit_dist_3,transit_score1,transit_score2,transit_score3,transit_score_std,prc.latino.std,dens.cvap.std,prc_asian_std,prc_AmInd_std,prc.youth.std,prc.nonEngProf.std,prc.pov.std,prc.disabled.std,prc.CarAccess.std,rate.vbm.std,prc.ElNonReg.std,dens_poll_std,dens.work.std,popDens.std,center_score,dropoff_score,dens_poll_std_0_3,wtd_center_score,cost_adjustment
1327,2174,,-121.3615685,38.4599441,1.665916015,1.692105932,1.796098704,1.0,1.0,1.0,0.0,0.522151899,0.825949367,0.958860759,0.298076923,0.370253165,0.825949367,0.287974684,0.205696203,0.367088608,0.105494505,0.351265823,0.885757423,0.750275028,0.823786116,0.465194872,0.456494911,0.885757423,0.412049811,0.8
1343,2335,,-121.4080972,38.48111187,0.061624096,0.112756004,0.148077198,1.0,1.0,1.0,0.322457297,0.525316456,0.07278481,0.993670886,0.923076923,0.797468354,0.96835443,0.386075949,0.560126582,0.212025316,0.120879121,0.800632911,0.359838953,0.889988999,0.0,0.455548018,0.443667979,0.359838953,0.163923922,0.8
1355,2171,,-121.3892392,38.45962933,0.641432062,0.684311507,0.920145644,1.0,1.0,1.0,0.0,0.64556962,0.810126582,0.911392405,0.041666667,0.816455696,0.753164557,0.348101266,0.398734177,0.151898734,0.315384615,0.71835443,0.84046301,0.308030803,0.396217897,0.44755061,0.434593751,0.84046301,0.376149733,0.8
1358,2066,,-121.3981906,38.44505909,0.885089011,0.893087727,1.025209051,1.0,1.0,1.0,0.0,0.398734177,1.0,0.984177215,0.46474359,0.753164557,0.756329114,0.405063291,0.338607595,0.180379747,0.349450549,0.787974684,0.848012079,0.491749175,0.649026886,0.487597221,0.475136132,0.848012079,0.413488333,0.8
1367,1904,,-121.3793447,38.42357515,2.67925245,2.693206053,2.815795705,1.0,1.0,1.0,0.0,0.310126582,0.724683544,0.841772152,0.461538462,0.148734177,0.310126582,0.037974684,0.253164557,0.050632911,0.154945055,0.075949367,0.904881731,0.885588559,0.283758026,0.247909006,0.243266584,0.904881731,0.22432833,1.2
1396,2125,,-121.3337678,38.45302051,3.243974589,3.26874931,3.355941793,1.0,1.0,1.0,0.0,0.180379747,0.674050633,0.838607595,0.801282051,0.344936709,0.575949367,0.898734177,0.094936709,0.075949367,0.121978022,0.297468354,0.492702567,0.234323432,0.258727929,0.287004195,0.276510659,0.492702567,0.141407703,1.2
1412,1798,,-121.3422071,38.40952647,4.857531767,4.899024138,4.71338915,1.0,1.0,1.0,0.0,0.268987342,0.952531646,0.901898734,0.403846154,0.367088608,0.446202532,0.155063291,0.183544304,0.170886076,0.341758242,0.547468354,0.684448918,0.174917492,0.647170947,0.366574197,0.358888769,0.684448918,0.250901312,1.0
1472,1754,,-121.2499106,38.40328316,8.51663884,9.031171306,9.427277196,1.0,0.75,0.75,0.0,0.262658228,0.841772152,0.151898734,0.833333333,0.215189873,0.085443038,0.316455696,0.636075949,0.085443038,0.157142857,0.056962025,0.71716155,0.509350935,0.25391252,0.259195821,0.256876878,0.71716155,0.185885277,1.2
1593,757,,-121.2938555,38.2798547,13.63635224,13.64401549,13.56675281,1.0,1.0,1.0,0.0,0.930379747,0.996835443,0.275316456,0.25,0.398734177,0.537974684,0.351265823,0.357594937,0.120253165,0.10989011,0.490506329,0.79667841,0.699669967,0.433537319,0.427041708,0.40752489,0.79667841,0.340214909,0.8
1642,550,,-121.311749,38.25072851,14.94992259,15.11794095,15.11788473,1.0,1.0,1.0,0.0,0.92721519,0.949367089,0.022151899,0.163461538,0.882911392,0.303797468,0.474683544,0.610759494,0.319620253,0.508791209,0.702531646,0.36235531,0.435643564,0.509831461,0.522755897,0.50245032,0.36235531,0.189423375,6.0
1682,2010,,-121.4349376,38.43739492,1.125263977,1.14686428,1.252987407,1.0,1.0,1.0,0.0,0.465189873,0.930379747,0.800632911,0.0,0.518987342,0.724683544,0.512658228,0.32278481,0.240506329,0.114285714,0.721518987,0.773527932,0.248624862,0.370786517,0.424370293,0.405314491,0.773527932,0.328262275,1.0
1698,1896,,-121.4530963,38.42271086,2.490084692,2.511363405,2.783759701,1.0,1.0,1.0,0.0,0.360759494,0.569620253,0.851265823,0.189102564,0.683544304,0.784810127,0.300632911,0.613924051,0.028481013,0.424175824,0.474683544,0.603925516,0.518151815,0.355286918,0.413967552,0.416269821,0.603925516,0.250005567,1.0
1719,1784,,-121.4712478,38.40802411,3.978719225,3.990804675,4.007853109,1.0,1.0,1.0,0.0,0.32278481,0.917721519,0.778481013,0.243589744,0.278481013,0.208860759,0.009493671,0.110759494,0.256329114,0.285714286,0.129746835,0.997986915,0.630363036,0.371739567,0.28340462,0.273089937,0.997986915,0.282834103,1.2
1726,1735,,-121.4250239,38.40134463,3.402251912,3.544150483,3.563618079,1.0,1.0,1.0,0.0,0.357594937,0.892405063,0.971518987,0.519230769,0.487341772,0.78164557,0.224683544,0.085443038,0.294303797,0.156043956,0.325949367,0.615500755,0.214521452,0.807383628,0.385060672,0.383109262,0.615500755,0.237005134,1.0
1732,2219,,-121.4354961,38.46632257,0.084626251,0.143246614,0.134639518,1.0,1.0,1.0,0.362512382,0.838607595,0.129746835,0.920886076,,0.642405063,0.930379747,0.813291139,0.648734177,0.930379747,0.798901099,0.091772152,0.236537494,0.638063806,0.80372191,0.638197584,0.653457011,0.3,0.191459275,0.4
