"","top_points_ID","geocode.b","geocode.bg","geocode.t","lon","lat","STATEFP10","COUNTYFP10","TRACTCE10","BLOCKCE10","GEOID10","NAME10","MTFCC10","UR10","UACE10","UATYPE","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","geocode.b1","geocode.b2","geocode.b3","geocode.bg1","geocode.bg2","geocode.bg3","transit.dist.1","transit.dist.2","transit.dist.3","transit.score1","transit.score2","transit.score3","transit.score.std","prc.latino.std","dens.cvap.std","prc.asian.std","prc.AmInd.std","prc.youth.std","prc.nonEngProf.std","prc.pov.std","prc.disabled.std","prc.CarAccess.std","rate.vbm.std","prc.ElNonReg.std","dens.poll.std","dens.work.std","popDens.std","commute.car.std","commute.walk.std","center_score","dropoff_score","dens.poll.std_0.3","wtd_center_score"
"199",199,60670084032027,60670084032,6067008403,-121.1661988,38.6594218604167,6,67,8403,2027,60670084032027,"Block 2027","G5040","U",77068,"U","S",138553,0,38.659866,-121.1637543,60670084032011,60670085081013,60670084032027,60670084032,60670085081,60670084032,0.282632661832857,0.402576983451016,0.425560778811978,1,1,1,1.11077042409585,0.10126582278481,0.784810126582278,0.629746835443038,0.401898734177215,0.180379746835443,0.224683544303797,0.493670886075949,0.113924050632911,0.620253164556962,0.221978021978022,0.683544303797468,0.738372093023256,0.534653465346535,0.294241573033708,0.388146953585647,0.388146953585647,0.442417552613072,0.433230040752247,0.738372093023256,0.32666877431314
"304",304,60670091113003,60670091113,6067009111,-121.359151942857,38.5409694770833,6,67,9111,3003,60670091113003,"Block 3003","G5040","U",77068,"U","S",47712,0,38.5412123,-121.3592985,60670091113003,60670091113000,60670091113004,60670091113,60670091113,60670091113,0.44462318895208,0.448065453327496,0.453842794258634,1,1,1,1.34653143653821,0.639240506329114,0.835443037974684,0.636075949367089,0.306962025316456,0.791139240506329,0.506329113924051,0.287974683544304,0.493670886075949,0.208860759493671,0.464835164835165,0.746835443037975,0.513565891472868,0.705170517051705,0.753059791332263,0.403971173713652,0.403971173713652,0.63582895668912,0.645107349373778,0.513565891472868,0.326540064966311
"198",198,60670084023004,60670084023,6067008402,-121.146903485714,38.6742284083333,6,67,8402,3004,60670084023004,"Block 3004","G5040","U",77068,"U","S",404839,0,38.67602,-121.1485936,60670085062000,60670084023004,60670084023005,60670085062,60670084023,60670084023,0.213136127279542,0.236086942130914,0.270566672730292,1,1,1,0.719789742140749,0.231012658227848,0.794303797468354,0.139240506329114,0.753164556962025,0.0664556962025316,0.0316455696202532,0.212025316455696,0.00949367088607595,0.705696202531646,0.646153846153846,0.177215189873418,0.885658914728682,0.815181518151815,0.317967495987159,0.10205110114398,0.10205110114398,0.367574004091925,0.366501374982264,0.885658914728682,0.325545193546531
"16",16,60670034003017,60670034003,6067003400,-121.513514457143,38.51135638125,6,67,3400,3017,60670034003017,"Block 3017","G5040","U",77068,"U","S",22655,0,38.5116281,-121.5131621,60670034003017,60670034003016,60670034003014,60670034003,60670034003,60670034003,0.119251204301896,0.136166952910497,0.165786159535672,1,1,1,0.421204316748065,0.579113924050633,0.626582278481013,0.670886075949367,0.25,0.291139240506329,0.417721518987342,0.360759493670886,0.778481012658228,0.80379746835443,0.162637362637363,0.183544303797468,0.697674418604651,0.441144114411441,0.419341894060995,0.641788036083254,0.641788036083254,0.466029288042549,0.465430414218915,0.697674418604651,0.325136712587825
"449",449,60670096182041,60670096182,6067009618,-121.455628514286,38.4373236416667,6,67,9618,2041,60670096182041,"Block 2041","G5040","R",NA,NA,"S",399000,0,38.4359586,-121.4519029,60670096182041,60670096182046,60670096182074,60670096182,60670096182,60670096182,1.80076946880268,1.8082974242751,1.83121723955765,1,1,1,0,0.376582278481013,0.569620253164557,0.819620253164557,0.224683544303797,0.623417721518987,0.775316455696203,0.25,0.537974683544304,0.0632911392405063,0.187912087912088,0.474683544303797,0.86046511627907,0.935093509350935,0,0.0827495842362546,0.0827495842362546,0.371853979954146,0.361085199608763,0.86046511627907,0.319967378100079
"305",305,60670091122000,60670091122,6067009112,-121.339856628571,38.5409694770833,6,67,9112,2000,60670091122000,"Block 2000","G5040","U",77068,"U","S",622152,0,38.5404543,-121.3403673,60670091122000,60670091122008,60670091122011,60670091122,60670091122,60670091122,0.262483210961576,0.325983955441514,0.343887514559887,1,1,1,0.932354680962977,0.664556962025316,0.392405063291139,0.54746835443038,0.794303797468354,0.563291139240506,0.439873417721519,0.474683544303797,0.278481012658228,0.430379746835443,0.504395604395604,0.642405063291139,0.598837209302326,0.833883388338834,0.306530898876405,0.497757395555108,0.497757395555108,0.534167002177166,0.527373705391553,0.598837209302326,0.319879076885163
"355",355,60670093301011,60670093301,6067009330,-121.320561314286,38.4669367375,6,67,9330,1011,60670093301011,"Block 1011","G5040","U",77068,"U","S",2331421,0,38.4741389,-121.3252951,60670093301022,60670093301015,60670093301031,60670093301,60670093301,60670093301,3.77028129179971,3.78298104703556,3.79588448261857,1,1,1,0,0.35126582278481,0.34493670886076,0.95253164556962,0.534810126582278,0.322784810126582,0.569620253164557,0.987341772151899,0.338607594936709,0.0284810126582279,0.424175824175824,0.395569620253165,0.90891472868217,0.380638063806381,0.266603130016051,0.173058509297989,0.173058509297989,0.351108037570762,0.346405450225552,0.90891472868217,0.319127266706759
"33",33,60670046015010,60670046015,6067004601,-121.4363332,38.51135638125,6,67,4601,5010,60670046015010,"Block 5010","G5040","U",77068,"U","S",215157,0,38.5118717,-121.4401581,60670032022012,60670032022019,60670032022016,60670032022,60670032022,60670032022,0.0444717706757951,0.0505135992947982,0.0794915386426726,1,1,1,0.174476908613266,0.911392405063291,0.844936708860759,0.620253164556962,0.300632911392405,0.867088607594937,0.822784810126582,0.930379746835443,0.636075949367089,0.870253164556962,0.575824175824176,0.965189873417722,0.449612403100775,0.952695269526953,0.562700642054575,0.135412991987099,0.135412991987099,0.705146665266387,0.682020546588767,0.449612403100775,0.317042686708918
"446",446,60670096182016,60670096182,6067009618,-121.455628514286,38.4521301895833,6,67,9618,2016,60670096182016,"Block 2016","G5040","R",NA,NA,"S",2097233,0,38.4456995,-121.4516149,60670096182010,60670096182001,60670096182017,60670096182,60670096182,60670096182,0.823877675654124,0.850824220061158,0.843397849841995,1,1,1,0,0.376582278481013,0.569620253164557,0.819620253164557,0.224683544303797,0.623417721518987,0.775316455696203,0.25,0.537974683544304,0.0632911392405063,0.187912087912088,0.474683544303797,0.86046511627907,0.935093509350935,0,0.0331099128156025,0.0331099128156025,0.368308289138385,0.357982720144972,0.86046511627907,0.316916434840006
"447",447,60670096182020,60670096182,6067009618,-121.474923828571,38.4521301895833,6,67,9618,2020,60670096182020,"Block 2020","G5040","R",NA,NA,"S",3628277,0,38.4395122,-121.4732349,60670096182009,60670096182012,60670096182011,60670096182,60670096182,60670096182,1.80283859915062,1.59051321829604,1.83057256034191,1,1,1,0,0.376582278481013,0.569620253164557,0.819620253164557,0.224683544303797,0.623417721518987,0.775316455696203,0.25,0.537974683544304,0.0632911392405063,0.187912087912088,0.474683544303797,0.86046511627907,0.935093509350935,0,0.0249962203295873,0.0249962203295873,0.367728739675098,0.357475614364596,0.86046511627907,0.316417752743689
"448",448,60670096182020,60670096182,6067009618,-121.474923828571,38.4373236416667,6,67,9618,2020,60670096182020,"Block 2020","G5040","R",NA,NA,"S",3628277,0,38.4395122,-121.4732349,60670096182020,60670096182027,60670096192001,60670096182,60670096182,60670096192,2.25701315256472,2.27936607022009,2.28468835011143,1,1,1,0,0.376582278481013,0.569620253164557,0.819620253164557,0.224683544303797,0.623417721518987,0.775316455696203,0.25,0.537974683544304,0.0632911392405063,0.187912087912088,0.474683544303797,0.86046511627907,0.935093509350935,0,0.0249962203295873,0.0249962203295873,0.367728739675098,0.357475614364596,0.86046511627907,0.316417752743689
"188",188,60670082062015,60670082062,6067008206,-121.224084742857,38.6742284083333,6,67,8206,2015,60670082062015,"Block 2015","G5040","U",77068,"U","S",140370,0,38.6740004,-121.223453,60670082062015,60670082062017,60670082062016,60670082062,60670082062,60670082062,0.0849232601318197,0.100064985782316,0.21664447358727,0.25,0.25,0.25,0.401632719501405,0.0506329113924051,0.816455696202532,0.0474683544303797,0.474683544303797,0.310126582278481,0.00632911392405063,0.0632911392405063,0.35126582278481,0.0443037974683544,0.82967032967033,0.34493670886076,0.906976744186046,0.656765676567657,0.389195425361156,0.228796048984529,0.228796048984529,0.348612404208623,0.355016126186377,0.906976744186046,0.316183343352007
"444",444,60670096161002,60670096161,6067009616,-121.4363332,38.42251709375,6,67,9616,1002,60670096161002,"Block 1002","G5040","U",77068,"U","S",25686,0,38.4223757,-121.4348855,60670096161002,60670096161008,60670096161003,60670096161,60670096161,60670096161,2.1331649380707,2.15441618249284,2.26861870637852,1,1,1,0,0.607594936708861,0.740506329113924,0.645569620253165,0.329113924050633,0.556962025316456,0.348101265822785,0.854430379746835,0.186708860759494,0.471518987341772,0.771428571428571,0.069620253164557,0.674418604651163,0.397139713971397,0.764145264847512,0.416620470694955,0.416620470694955,0.467246030589591,0.464187964789509,0.674418604651163,0.315119415979026
