GEOID,prc_popAsian_Final
6067007402,0.0681390977444
6067007403,0.0436515846123
6067007406,0.0787464387464
6067007413,0.0690074635875
6067007414,0.0865407602199
6067007415,0.0623070023066
6067007416,0.112548828125
6067007417,0.13768115942
6067007421,0.132073422396
6067007422,0.0410433448408
6067007423,0.0365258016564
6067007424,0.0743763875572
6067007426,0.0770717280291
6067007427,0.127525151801
6067007428,0.0683831672204
6067007429,0.0776044675525
6067007430,0.128022759602
6067007431,0.169524880517
6067007432,0.151445083286
6067007433,0.178764100049
6067007501,0.0767092338028
6067007503,0.0758686351267
6067007504,0.0697012252606
6067007601,0.0635109938688
6067007602,0.0459723352319
6067007701,0.0328741390106
6067007702,0.106798457088
6067007801,0.0656937761422
6067007802,0.0547556863857
6067007903,0.0343941490413
6067007904,0.0169855525185
6067007905,0.0595130748422
6067007906,0.0401534017057
6067008005,0.151446079204
6067008006,0.139746046982
6067008007,0.064663250051
6067008008,0.0431069540464
6067008009,0.047958522359
6067008010,0.107544141252
6067008111,0.0696668394103
6067008113,0.0718577621336
6067008117,0.0310618002293
6067008119,0.0265845070423
6067008120,0.0272428370127
6067008122,0.0575748764176
6067008124,0.049334430413
6067008125,0.0277547207724
6067008127,0.0305060835831
6067008128,0.0322214769877
6067008129,0.0386341111733
6067008130,0.117150918997
6067008131,0.0623733336685
6067008132,0.0729188773855
6067008133,0.058437997637
6067008134,0.0391611536176
6067008135,0.0639682228085
6067008136,0.0590629317585
6067008137,0.033167558082
6067008138,0.0367697494309
6067008139,0.0396160116677
6067008140,0.0590217845473
6067008141,0.0351050788387
6067008142,0.0672535166545
6067008143,0.0305478414542
6067008144,0.0320043625584
6067008145,0.0258875739645
6067008203,0.0630001492032
6067008204,0.0333231637348
6067008206,0.0327421844337
6067008207,0.0348574015392
6067008208,0.0318395901656
6067008209,0.0330801274198
6067008210,0.041652143604
6067008211,0.0805823495559
6067008402,0.0466217446731
6067008403,0.168019767031
6067008404,0.109217534189
6067008501,0.129268673008
6067008504,0.139657444005
6067008505,0.201266395296
6067008506,0.289288506646
6067008507,0.179724722075
6067008508,0.269341348667
6067008509,0.196919917864
6067008510,0.101265822785
6067008512,0.2013660511
6067008513,0.28022974607
6067008600,0.0386210842512
6067008702,0.12412342216
6067008703,0.253489326765
6067008704,0.318867425245
6067008705,0.269543066391
6067008801,0.229577464789
6067008905,0.066364029399
6067008907,0.0398702785196
6067008908,0.0545925483164
6067008909,0.0804552590267
6067008910,0.0620326779286
6067008911,0.0871969374734
6067008912,0.0403908794788
6067008913,0.0652223462117
6067009004,0.08902510216
6067009005,0.120160596501
6067009006,0.10632183908
6067009007,0.068085106383
6067009008,0.0637450199203
6067009010,0.236394557823
6067009011,0.281596452328
6067009103,0.130773845231
6067009105,0.0663780663781
6067009106,0.0783582089552
6067009107,0.0835587616471
6067009108,0.0755716675962
6067009109,0.123518164436
6067009110,0.0774739583333
6067009111,0.172373862696
6067009112,0.128699788584
6067009201,0.191648488626
6067009307,0.12817551963
6067009308,0.0940157227659
6067009309,0.0241935483871
6067009310,0.0652877444773
6067009311,0.30272259014
6067009312,0.351489485981
6067009314,0.402113113735
6067009316,0.406943528895
6067009317,0.275440313112
6067009318,0.505146476643
6067009319,0.451988899167
6067009320,0.381083368599
6067009321,0.351607113722
6067009322,0.446883230904
6067009323,0.294084186576
6067009324,0.188847074923
6067009325,0.234805768188
6067009326,0.29625984252
6067009328,0.347124691592
6067009329,0.349797934441
6067009330,0.380704041721
6067009331,0.308604954368
6067009332,0.284893267652
6067009403,0.058799938081
6067009404,0.069763138416
6067009406,0.0407117356512
6067009407,0.0512416239653
6067009408,0.0563632632448
6067009501,0.148525501112
6067009502,0.0189622037156
6067009503,0.0478280683079
6067009504,0.0212783277004
6067009601,0.34296138644
6067009606,0.278949462793
6067009608,0.461392576538
6067009609,0.317021651118
6067009610,0.29649908744
6067009611,0.180318031803
6067009612,0.259363108352
6067009614,0.350944902848
6067009615,0.206220334749
6067009616,0.175227686703
6067009617,0.155605761084
6067009618,0.282772680938
6067009619,0.330145371079
6067009622,0.213066666667
6067009630,0.331652554467
6067009632,0.408553742262
6067009633,0.264006791171
6067009634,0.244242847174
6067009635,0.329201934704
6067009636,0.358389603771
6067009637,0.442976461655
6067009638,0.222391702257
6067009639,0.346503769171
6067009800,0.217926865059
6067009900,0.30376441533
6067988300,0.045873015873
