GEOID,prcDisabled_Final
6067008137,0.111370716511
6067008138,0.147083333333
6067008139,0.136687631027
6067008140,0.112112676056
6067008141,0.185389538733
6067008142,0.160068114091
6067008143,0.12283345893
6067008144,0.0910248249523
6067008145,0.110505050505
6067008203,0.116840966462
6067008204,0.134141414141
6067008206,0.0905871938625
6067008207,0.134749176126
6067008208,0.144007731959
6067008209,0.107885445273
6067008210,0.0524032042724
6067008211,0.0670289855072
6067008402,0.0342689295039
6067008403,0.0604505275164
6067008404,0.0846796657382
6067008501,0.0294117647059
6067008504,0.0327464788732
6067008505,0.0750957854406
6067008506,0.0510282695457
6067008507,0.0736126840317
6067008508,0.0484793048251
6067008509,0.0415614096984
6067008510,0.0608391608392
6067008512,0.0391850389282
6067008513,0.0535269120298
6067008600,0.0736179529283
6067008702,0.0535248041775
6067008703,0.090395480226
6067008704,0.0710099542766
6067008705,0.0490349504434
6067008801,0.100885637274
6067008905,0.150900900901
6067008907,0.158165011982
6067008908,0.10490229688
6067008909,0.106367041199
6067008910,0.095717884131
6067008911,0.120491174213
6067008912,0.0818228896945
6067008913,0.122732535701
6067009004,0.145462836297
6067009005,0.146196150321
6067009006,0.131768388106
6067009007,0.113731656184
6067009008,0.175070028011
6067009010,0.0903282021493
6067009011,0.0372381691234
6067009103,0.100872938894
6067009105,0.194383259912
6067009106,0.0809935205184
6067009107,0.0654672663668
6067009108,0.0992736077482
6067009109,0.0995260663507
6067009110,0.139093782929
6067009111,0.105446740005
6067009112,0.0820809248555
6067009201,0.144058885384
6067009307,0.104910714286
6067009308,0.176785714286
6067009309,0.173880030372
6067009310,0.117038777908
6067009311,0.0921933085502
6067009312,0.0717647058824
6067009314,0.147540983607
6067009316,0.084147257701
6067009317,0.109957924264
6067009318,0.119078947368
6067009319,0.137377341659
6067009320,0.134926754048
6067009321,0.11616866797
6067009322,0.083551565033
6067009323,0.0932594644506
6067009324,0.0952955367913
6067009325,0.0954638055373
6067009326,0.0420752926289
6067009328,0.0414801551776
6067009329,0.087295401403
6067009330,0.0890506864761
6067009331,0.0754252461952
6067009332,0.0850439882698
6067009403,0.119644300728
6067009404,0.117849327915
6067009406,0.0936300844206
6067009407,0.0742548370228
6067009408,0.1
6067009501,0.108952116586
6067009502,0.133289560079
6067009503,0.178633975482
6067009504,0.165480427046
6067009601,0.147002463728
6067009606,0.177047572339
6067009608,0.147551686616
6067009609,0.112225097025
6067009610,0.14093598709
6067009611,0.0638637573177
6067009612,0.0607198748044
6067009614,0.0849535080304
6067009615,0.0867176770649
6067009616,0.0730031491555
6067009617,0.0810810810811
6067009618,0.111111111111
6067009619,0.0530100678036
6067009622,0.0481843575419
6067009630,0.0969686225846
6067009632,0.0511571254568
6067009633,0.139336016097
6067009634,0.101255569056
6067009635,0.0700194498472
6067009636,0.0818076477404
6067009637,0.117917304747
6067009638,0.0594732370433
6067009639,0.110083663584
6067009800,0.223290598291
6067009900,0.128116938951
6067988300,0.0435623564021
