GEOID,prc_popAmInd_Final
6067006500,0.0135917740113
6067006600,0.0133735696347
6067006701,0.0137983717326
6067006702,0.0123850893323
6067006800,0.0152104344703
6067006900,0.0100446802922
6067007001,0.0134344836987
6067007004,0.00703762072895
6067007007,0.00624626313489
6067007010,0.00961050506663
6067007011,0.00660158759754
6067007012,0.00421612648346
6067007013,0.00523955177027
6067007014,0.00583711664596
6067007015,0.00721129136474
6067007016,0.00856705990258
6067007017,0.0115994644492
6067007018,0.0186413864733
6067007019,0.00634056653419
6067007020,0.0125608466407
6067007101,0.0205353482155
6067007102,0.0189990180345
6067007103,0.0196514577775
6067007104,0.0196705494761
6067007105,0.0197717933212
6067007106,0.00425835152893
6067007107,0.0211361426363
6067007202,0.0035752185434
6067007204,0.00603251598798
6067007206,0.0128206505603
6067007207,0.0219167399559
6067007208,0.0228771300658
6067007209,0.0273573742049
6067007301,0.00858773262325
6067007402,0.00752622773252
6067007403,0.00906637907162
6067007406,0.0070044568074
6067007413,0.0105879042338
6067007414,0.00891685296626
6067007415,0.0242820976046
6067007416,0.0138814397684
6067007417,0.0109653546223
6067007421,0.0197244490949
6067007422,0.034118179191
6067007423,0.0137618554996
6067007424,0.00932761479858
6067007426,0.0058438878931
6067007427,0.00520476362046
6067007428,0.0183381382828
6067007429,0.00725207360729
6067007430,0.00548887930549
6067007431,0.00449103314879
6067007432,0.00349880890908
6067007433,0.00540887992857
6067007501,0.0217844015624
6067007503,0.00766577560954
6067007504,0.00472608826797
6067007601,0.0067935185926
6067007602,0.0158560136966
6067007701,0.0094470112172
6067007702,0.0103525690904
6067007801,0.0250575366444
6067007802,0.0181006925991
6067007903,0.0264361341411
6067007904,0.0338357130056
6067007905,0.0232895321593
6067007906,0.0191606805463
6067008005,0.00843982837719
6067008006,0.00945653108463
6067008007,0.032000959368
6067008008,0.00891907930386
6067008009,0.00247452468294
6067008010,0.0243187118885
6067008111,0.00472351839526
6067008113,0.00746297215341
6067008117,0.0253044672479
6067008119,0.035063334735
6067008120,0.0167216000847
6067008122,0.00903245089268
6067008124,0.0227653500132
6067008125,0.0168302242567
6067008127,0.0212286926439
6067008128,0.0219271856005
6067008129,0.0326307220711
6067008130,0.0212313241192
6067008131,0.0233228468134
6067008132,0.0297244909333
6067008133,0.00728164109634
6067008134,0.0312528690245
6067008135,0.0329973072825
6067008136,0.0283417870457
6067008137,0.029250640459
6067008138,0.0125138638624
6067008139,0.0129551229286
6067008140,0.0195707045968
6067008141,0.0132519823783
6067008142,0.0250783523371
6067008143,0.0119013532088
6067008144,0.00988376843172
6067008145,0.0171240067347
6067008203,0.0166913164288
6067008204,0.00917347046428
6067008206,0.00870908199465
6067008207,0.0097849590901
6067008208,0.00988003140337
6067008209,0.0097784977604
6067008210,0.0115826336672
6067008211,0.00934549841296
6067008402,0.0146446249327
6067008403,0.00725607524166
6067008404,0.0126547290451
6067008501,0.011219500733
6067008504,0.00551094430999
6067008505,0.00177949610793
6067008506,0.00342819753606
6067008507,0.00191342849448
6067008508,0.0175985303223
6067008509,0.00330694321894
6067008510,0.00239718973572
6067008512,0.00332306416603
6067008513,0.0020843991431
6067008600,0.0153496689932
6067008702,0.00285004983212
6067008703,0.00799623963853
6067008704,0.0020055073172
6067008705,0.0152593246147
6067008801,0.0188851489574
6067008905,0.00997985111635
6067008907,0.00885148618559
6067008908,0.00815254862549
6067008909,0.0126437922567
6067008910,0.0118240704931
6067008911,0.0140495430393
6067008912,0.00848628201647
6067008913,0.0203042411453
6067009004,0.0184107762005
6067009005,0.0206160186988
6067009006,0.0160902981939
6067009007,0.0135278533176
6067009008,0.0121706245685
6067009010,0.00206174777918
6067009011,0.00209076672885
6067009103,0.0168418067281
6067009105,0.00395701979407
6067009106,0.00355771772786
6067009107,0.0135887117153
6067009108,0.00215082841046
6067009109,0.00348461324824
6067009110,0.00395701979407
6067009111,0.00582602690112
6067009112,0.016236564564
6067009201,0.0155567207863
6067009307,0.0136156917363
6067009308,0.0140311034989
6067009309,0.0110932100661
6067009310,0.00933778298561
6067009311,0.0142007667135
6067009312,0.0047909204409
6067009314,0.0096682938848
6067009316,0.0140929888495
6067009317,0.00875506370039
6067009318,0.0130788345438
6067009319,0.00284712845068
6067009320,0.00263792993654
6067009321,0.0106303875303
6067009322,0.00912355304742
6067009323,0.0107480257063
6067009324,0.00164298512027
6067009325,0.0159928231351
6067009326,0.0187554420794
6067009328,0.00973031211815
6067009329,0.00789619584931
6067009330,0.00942615962005
6067009331,0.00897474928013
6067009332,0.00333997316983
6067009403,0.00554445881494
6067009404,0.0212382640845
6067009406,0.0186647821177
6067009407,0.00212138188908
6067009408,0.00545087653356
6067009501,0.00518209067043
6067009502,0.00351802093775
6067009503,0.00250576078665
6067009504,0.00395840774827
6067009601,0.0046745398549
6067009606,0.00272765365072
6067009608,0.0112138219728
6067009609,0.00309500977191
6067009610,0.00320665631814
6067009611,0.0165211711775
6067009612,0.00694665311119
6067009614,0.00060662350243
6067009615,0.000877174404891
6067009616,0.00616940805838
6067009617,0.00394326000097
6067009618,0.00497229900532
6067009619,0.00539398447506
6067009622,0.00522856032993
6067009630,0.0054278536625
6067009632,0.00608566545792
6067009633,0.00327409698463
6067009634,0.00083437736664
6067009635,0.00581413017249
6067009636,0.00382701081132
6067009637,0.00498560142454
6067009638,0.00771722148893
6067009639,0.0118401191832
6067009800,0.0107352197486
6067009900,0.00629941809398
6067988300,0.0125234771468
