GEOID,prc_poplatino_final
6067005510,0.246835443038
6067005601,0.0948240165631
6067005605,0.368302945302
6067005606,0.111739425469
6067005701,0.174
6067005702,0.115350877193
6067005801,0.0879387602689
6067005803,0.0781914893617
6067005804,0.0592885375494
6067005901,0.0929712460064
6067005903,0.112061591104
6067005904,0.0820802005013
6067006002,0.236377590177
6067006003,0.209677419355
6067006004,0.063239494084
6067006101,0.15443615257
6067006102,0.138968481375
6067006201,0.32526756631
6067006202,0.3425
6067006300,0.449283154122
6067006400,0.434401220442
6067006500,0.333237616655
6067006600,0.346233998214
6067006701,0.391782667265
6067006702,0.370778373677
6067006800,0.569023569024
6067006900,0.30342070191
6067007001,0.590769230769
6067007004,0.492987085127
6067007007,0.579413892909
6067007010,0.243243243243
6067007011,0.355283788021
6067007012,0.362327718224
6067007013,0.393170426065
6067007014,0.413095238095
6067007015,0.173006662368
6067007016,0.227843622855
6067007017,0.154901960784
6067007018,0.161566707466
6067007019,0.241304347826
6067007020,0.233144297417
6067007101,0.272344900081
6067007102,0.122849496623
6067007103,0.341273584906
6067007104,0.22690101306
6067007105,0.292200232829
6067007106,0.242660984848
6067007107,0.181148748159
6067007202,0.223516949153
6067007204,0.278610206298
6067007206,0.116564417178
6067007207,0.201662707838
6067007208,0.12319339298
6067007209,0.195077245352
6067007301,0.279154658982
6067007402,0.298245614035
6067007403,0.196531791908
6067007406,0.313732193732
6067007413,0.270123605668
6067007414,0.218981592159
6067007415,0.268542199488
6067007416,0.222900390625
6067007417,0.150966183575
6067007421,0.15118931248
6067007422,0.258151131569
6067007423,0.279464854534
6067007424,0.237410071942
6067007426,0.126941855304
6067007427,0.12518468771
6067007428,0.168050941307
6067007429,0.206046601194
6067007430,0.18802534592
6067007431,0.120326117515
6067007432,0.144283292522
6067007433,0.126287395782
6067007501,0.298364265492
6067007503,0.158053564693
6067007504,0.201081612586
6067007601,0.173932318605
6067007602,0.105980471928
6067007701,0.172197871008
6067007702,0.0981195756991
6067007801,0.0981677592873
6067007802,0.065435568045
6067007903,0.141134611583
6067007904,0.106403748536
6067007905,0.103020739405
6067007906,0.128511821975
6067008005,0.107272727273
6067008006,0.10999146029
6067008007,0.17212863706
6067008008,0.0866205774705
6067008009,0.127673363577
6067008010,0.0716292134831
6067008111,0.123230122919
6067008113,0.170907079646
6067008117,0.1138996139
6067008119,0.2125
6067008120,0.167214654767
6067008122,0.124745565571
6067008124,0.0961538461538
6067008125,0.211710852565
6067008127,0.214776935285
6067008128,0.205
6067008129,0.213736263736
6067008130,0.14833375094
6067008131,0.1438099208
6067008132,0.0812720848057
6067008133,0.125992405937
6067008134,0.130925963284
6067008135,0.172356567093
6067008136,0.0557996485062
6067008137,0.101688260699
6067008138,0.294545454545
6067008139,0.248352907476
6067008140,0.142910308895
6067008141,0.23791768249
6067008142,0.212446958982
6067008143,0.234284271649
6067008144,0.0924855491329
6067008145,0.100961538462
6067008203,0.093325092707
6067008204,0.11829689298
6067008206,0.0859816384181
6067008207,0.08771636088
6067008208,0.14412613813
6067008209,0.0982602303357
6067008210,0.0616939700244
6067008211,0.0548184357542
6067008402,0.130395192133
6067008403,0.0993646311331
6067008404,0.118590861528
6067008501,0.121939809761
6067008504,0.0632411067194
6067008505,0.0511080958842
6067008506,0.104769351056
6067008507,0.222339862361
6067008508,0.174594877156
6067008509,0.107340721941
6067008510,0.101898734177
6067008512,0.0700733620035
6067008513,0.0683192261185
6067008600,0.113860678015
6067008702,0.0504908835905
6067008703,0.167660904271
6067008704,0.128605451178
6067008705,0.156981372393
6067008801,0.1779342723
6067008905,0.181582360571
6067008907,0.225677222434
6067008908,0.214584578601
6067008909,0.277080062794
6067008910,0.296593741346
6067008911,0.247979583156
6067008912,0.16319218241
6067008913,0.15689770448
6067009004,0.147985989492
6067009005,0.187840550617
6067009006,0.209195402299
6067009007,0.186170212766
6067009008,0.277416649193
6067009010,0.246386054422
6067009011,0.111850209411
6067009103,0.181763647271
6067009105,0.180014430014
6067009106,0.233582089552
6067009107,0.186053501653
6067009108,0.194088120468
6067009109,0.183556405354
6067009110,0.279296875
6067009111,0.236228287841
6067009112,0.242864693446
6067009201,0.211592396385
6067009307,0.15415704388
6067009308,0.251564254773
6067009309,0.205241935484
6067009310,0.247502462361
6067009311,0.234289919058
6067009312,0.207067757009
6067009314,0.133312616532
6067009316,0.135354867062
6067009317,0.249510763209
6067009318,0.191607284244
6067009319,0.205365402405
6067009320,0.264917477782
6067009321,0.23625387502
6067009322,0.193883523559
6067009323,0.118885096701
6067009324,0.171399247349
6067009325,0.196261682243
6067009326,0.0968503937008
6067009328,0.162080091099
6067009329,0.248765154917
6067009330,0.159322033898
6067009331,0.166101694915
6067009332,0.192939244663
6067009403,0.280057251908
6067009404,0.148038490007
6067009406,0.15
6067009407,0.438312968073
6067009408,0.28490990991
6067009501,0.63033345285
6067009502,0.398590647021
6067009503,0.435267125533
6067009504,0.449828683309
6067009601,0.327455153542
6067009606,0.247247645576
6067009608,0.161202926036
6067009609,0.259109311741
6067009610,0.297992367679
6067009611,0.224422442244
6067009612,0.148207490487
6067009614,0.136145861059
6067009615,0.231951036722
6067009616,0.227140255009
6067009617,0.153064106185
6067009618,0.164729867482
6067009619,0.20415710278
6067009622,0.1452
6067009630,0.162496432309
6067009632,0.16150815982
6067009633,0.32286361064
6067009634,0.422191207258
6067009635,0.21130592503
6067009636,0.183590266276
6067009637,0.142900531511
6067009638,0.237949969494
6067009639,0.195736937874
6067009800,0.273288093769
6067009900,0.448503297818
6067988300,0.234285714286
