GEOID,prc_Youth_Final
6067009105,0.125541125541
6067009106,0.097263681592
6067009107,0.0994890291554
6067009108,0.0716675962075
6067009109,0.183173996176
6067009110,0.139322916667
6067009111,0.117121588089
6067009112,0.0969873150106
6067009201,0.0928638205048
6067009307,0.0644726712856
6067009308,0.0882400128349
6067009309,0.0826612903226
6067009310,0.0711974110032
6067009311,0.105665930831
6067009312,0.0898072429907
6067009314,0.11171535115
6067009316,0.0920676774335
6067009317,0.10485975212
6067009318,0.126286619161
6067009319,0.0880666049954
6067009320,0.095429538722
6067009321,0.113558492413
6067009322,0.0998683055312
6067009323,0.0597269624573
6067009324,0.0841601094766
6067009325,0.0877717381863
6067009326,0.0568897637795
6067009328,0.106471816284
6067009329,0.126178715761
6067009330,0.0792698826597
6067009331,0.0890482398957
6067009332,0.107553366174
6067009403,0.104484732824
6067009404,0.069763138416
6067009406,0.067094017094
6067009407,0.0816909735909
6067009408,0.0827702702703
6067009501,0.107206884188
6067009502,0.141704035874
6067009503,0.120943952802
6067009504,0.0954478707783
6067009601,0.113104287017
6067009606,0.157182650219
6067009608,0.0976700081279
6067009609,0.098574194684
6067009610,0.0942425750788
6067009611,0.110111011101
6067009612,0.105948327659
6067009614,0.102874634017
6067009615,0.079815138646
6067009616,0.096174863388
6067009617,0.0827449872917
6067009618,0.101936799185
6067009619,0.0888803876562
6067009622,0.0758666666667
6067009630,0.0899058129579
6067009632,0.0998874507597
6067009633,0.106677985286
6067009634,0.116073505466
6067009635,0.0657496977025
6067009636,0.0517263345649
6067009637,0.098861047836
6067009638,0.123093349603
6067009639,0.088120613465
6067009800,0.0764959901295
6067009900,0.0999492643328
6067988300,0.118095238095
