GEOID,VBM
6067009332,0.516201117318
6067009403,0.516392430556
6067009404,0.530468270142
6067009406,0.436146094675
6067009407,0.419280154321
6067009408,0.50404775
6067009501,0.51446248227
6067009502,0.385028866799
6067009503,0.318927093333
6067009504,0.401614007782
6067009601,0.29117459893
6067009606,0.273850672547
6067009608,0.32680958042
6067009609,0.288425517241
6067009610,0.265956891892
6067009611,0.404120366133
6067009612,0.490820732394
6067009614,0.386528387755
6067009615,0.4287872052
6067009616,0.487322376502
6067009617,0.589793709981
6067009618,0.390813035439
6067009619,0.432255784753
6067009622,0.5005233923
6067009630,0.407137453416
6067009632,0.540302776573
6067009633,0.258729265823
6067009634,0.335251226158
6067009635,0.427837810811
6067009636,0.393920846233
6067009637,0.382328258706
6067009638,0.415858362694
6067009639,0.358064391218
6067009800,0.404551212121
6067009900,0.436203870968
6067988300,0.00467191489362
