GEOID,prc_pov_final
6067008704,0.284997415318
6067008705,0.066251596424
6067008801,0.118560338744
6067008905,0.138368983957
6067008907,0.244427363566
6067008908,0.137386018237
6067008909,0.350181965224
6067008910,0.213804713805
6067008911,0.414561027837
6067008912,0.106243870546
6067008913,0.169289568345
6067009004,0.111533957845
6067009005,0.264300381344
6067009006,0.178943308909
6067009007,0.269694819021
6067009008,0.257617146459
6067009010,0.0831207482993
6067009011,0.243715810512
6067009103,0.14734836456
6067009105,0.229868228404
6067009106,0.198009950249
6067009107,0.193558097532
6067009108,0.130520393812
6067009109,0.171171171171
6067009110,0.478462557985
6067009111,0.132326083347
6067009112,0.185802635117
6067009201,0.171383647799
6067009307,0.120601028074
6067009308,0.11569433032
6067009309,0.0942323314379
6067009310,0.0947012401353
6067009311,0.180056221335
6067009312,0.161351667642
6067009314,0.191936488169
6067009316,0.143552311436
6067009317,0.119980411361
6067009318,0.181347150259
6067009319,0.217108925589
6067009320,0.249682068673
6067009321,0.12792614573
6067009322,0.15337288508
6067009323,0.0442105263158
6067009324,0.273579451053
6067009325,0.0924195223261
6067009326,0.420053713698
6067009328,0.0675650028468
6067009329,0.171082173327
6067009330,0.555653326511
6067009331,0.0798839968363
6067009332,0.112479474548
6067009403,0.577824088492
6067009404,0.116546229387
6067009406,0.349862824683
6067009407,0.169885691762
6067009408,0.512781681348
6067009501,0.346326836582
6067009502,0.182722107438
6067009503,0.186168469354
6067009504,0.222445898339
6067009601,0.251809641152
6067009606,0.35314254416
6067009608,0.260125033977
6067009609,0.159203102962
6067009610,0.190763052209
6067009611,0.158448586891
6067009612,0.135988734661
6067009614,0.233837505019
6067009615,0.104670088894
6067009616,0.354703658122
6067009617,0.0682139824512
6067009618,0.12193627451
6067009619,0.109283346085
6067009622,0.318474122835
6067009630,0.0976469467467
6067009632,0.0721722003376
6067009633,0.200458190149
6067009634,0.385238095238
6067009635,0.324891104928
6067009636,0.31447052719
6067009637,0.030825576072
6067009638,0.349659304808
6067009639,0.218871848193
6067009800,0.243360098826
6067009900,0.150431253171
6067988300,0.219674504474
